"block","plot","transect","subtransect","date","species","cover_start_m","cover_end_m","avg_height_m","cover_length","species_name"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",23.25,22,0.5,1.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","BG",22,20.25,0,1.75,"Bare ground"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","POAZ",20.25,18.25,0.25,2,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","DWD",18.25,17.75,0.25,0.5,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",17.75,16,0.5,1.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","DWD",16,15.75,1,0.25,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",15.75,15,0.5,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","DWD",15,13,0.75,2,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",13,6.75,0.75,6.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CEPR",6.75,6,0,0.75,"Ceanothus prostratus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",6,4.25,1,1.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","BG",4.25,2.25,0,2,"Bare ground"
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30","CECO",2.25,0,1,2.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",30,28.25,0.5,1.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","ARPA",28.25,27.5,0.5,0.75,"Arctostaphylos patula"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","POAZ",27.5,26.25,0,1.25,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",26.25,21.75,0.5,4.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","DWD",21.75,19.5,0.75,2.25,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","POAZ",19.5,18.5,0,1,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",18.5,17.5,0.25,1,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","POAZ",17.5,15.75,0,1.75,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",15.75,14.25,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","POAZ",14.25,13.25,0,1,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","DWD",13.25,11.75,0.25,1.5,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",11.75,8.5,1,3.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","BG",8.5,7,0,1.5,"Bare ground"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CEPR",7,6.75,0,0.25,"Ceanothus prostratus"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","DWD",6.75,4.5,0.25,2.25,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","POAZ",4.5,2.75,0.5,1.75,"Poaceae spp"
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30","CECO",2.75,0,0.75,2.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",30,26.75,1.25,3.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",26.75,26.5,0.5,0.25,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",26.5,17.5,1.25,9,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",17.5,16.5,0.25,1,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",16.5,13.25,1.25,3.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",13.25,13,0.75,0.25,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",13,12.25,1,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",12.25,11.75,0.5,0.5,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",11.75,9.5,1.25,2.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","BG",9.5,5.5,0,4,"Bare ground"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",5.5,3.75,0.25,1.75,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",3.75,2.75,1,1,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",2.75,1.75,0.5,1,"Down woody debris"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","CECO",1.75,1,1.25,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30","DWD",1,0,0.5,1,"Down woody debris"
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30","CECO",30,13.5,0.75,16.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30","DWD",13.5,12,0.25,1.5,"Down woody debris"
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30","BG",12,10.5,0,1.5,"Bare ground"
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30","CECO",10.5,0,0.5,10.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","CECO",30,23.25,1.25,6.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","ARPA",23.25,23,1.25,0.25,"Arctostaphylos patula"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","CECO",23,10.75,1.5,12.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","BG",10.75,10.5,0,0.25,"Bare ground"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","CECO",10.5,4.75,1,5.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","ARPA",4.75,4.5,0.75,0.25,"Arctostaphylos patula"
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30","CECO",4.5,0,0.75,4.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","CECO",30,19.25,1,10.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","BG",19.25,18.25,0,1,"Bare ground"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","CECO",18.25,14.25,0.75,4,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","BG",14.25,14,0,0.25,"Bare ground"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","CECO",14,12.75,1,1.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","SALIX",12.75,11.75,1.5,1,"Salix spp"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","CECO",11.75,6.75,0.5,5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","BG",6.75,6.25,0,0.5,"Bare ground"
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30","CECO",6.25,0,1,6.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",30,24,0.5,6,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",24,23.5,0.25,0.5,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",23.5,22.75,0.5,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",22.75,22,0.25,0.75,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",22,20,0.25,2,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",20,17.75,0.25,2.25,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CEPR",17.75,17,0,0.75,"Ceanothus prostratus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",17,11.25,0.25,5.75,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","POAZ",11.25,9.25,0.25,2,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",9.25,9,0.25,0.25,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",9,7,0.5,2,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","POAZ",7,5.75,0.25,1.25,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",5.75,3,0.25,2.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","DWD",3,2.75,0.25,0.25,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",2.75,2,0.25,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","POAZ",2,1,0,1,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30","CECO",1,0,0.25,1,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","BG",30,29,0,1,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","PREM",29,28.5,0.5,0.5,"Prunus emarginata"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","CECO",28.5,23,0.25,5.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","BG",23,18.5,0,4.5,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","CECO",18.5,5.75,0.75,12.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","DWD",5.75,5,0.5,0.75,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","CECO",5,3.5,0.5,1.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","POAZ",3.5,2.5,0,1,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30","CECO",2.5,0,0.25,2.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","POAZ",30,29.75,0,0.25,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",29.75,29.5,0.25,0.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","POAZ",29.5,28.25,0.25,1.25,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",28.25,27.5,0.25,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","POAZ",27.5,26.75,0,0.75,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",26.75,24.75,0.25,2,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","DWD",24.75,23.75,0.25,1,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",23.75,22.25,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",22.25,21.75,0,0.5,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",21.75,20.25,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",20.25,19.75,0,0.5,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",19.75,18.5,0.25,1.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30",NA,18.5,17.75,0,0.75,NA
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",17.75,16.25,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",16.25,15.75,0,0.5,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",15.75,14.5,0.25,1.25,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",14.5,13.75,0,0.75,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",13.75,13.25,0.25,0.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",13.25,12,0,1.25,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",12,9.5,0.25,2.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","BG",9.5,8.5,0,1,"Bare ground"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",8.5,6.5,0.25,2,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","POAZ",6.5,6,0,0.5,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",6,5.25,0.25,0.75,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","POAZ",5.25,3.25,0,2,"Poaceae spp"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","DWD",3.25,2.5,0.25,0.75,"Down woody debris"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","CECO",2.5,2,0.25,0.5,"Ceanothus cordulatus"
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30","DWD",2,0,0.25,2,"Down woody debris"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","DWD",30,29,0.25,1,"Down woody debris"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","BG",29,26.25,0,2.75,"Bare ground"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","POAZ",26.25,24.75,0.25,1.5,"Poaceae spp"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","CECO",24.75,13.25,0.75,11.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","POAZ",13.25,12.75,0.25,0.5,"Poaceae spp"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","CECO",12.75,6,0.5,6.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","POAZ",6,5,0.25,1,"Poaceae spp"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","CECO",5,3.75,0.25,1.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","BG",3.75,1.75,0.25,2,"Bare ground"
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30","CECO",1.75,0,0.25,1.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30","CECO",30,2.5,1.5,27.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30","POAZ",2.5,1.75,0.25,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30","DWD",1.75,0,0.25,1.75,"Down woody debris"
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30","CECO",30,25.75,0.5,4.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30","DWD",25.75,23,0.25,2.75,"Down woody debris"
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30","CECO",23,15,0.75,8,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30","POAZ",15,14.5,0.25,0.5,"Poaceae spp"
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30","CECO",14.5,0,1.25,14.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30","CECO",30,28.75,0.25,1.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30","POAZ",28.75,25,0,3.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30","CECO",25,0,1.25,25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",30,29.5,0.5,0.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",29.5,28,0.25,1.5,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",28,26,0.5,2,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",26,24.5,0.25,1.5,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",24.5,21.5,0.5,3,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",21.5,18.5,0.25,3,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","PREM",18.5,16.5,1.25,2,"Prunus emarginata"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","ROCK",16.5,15,0,1.5,"Rock"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",15,13.5,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",13.5,12.75,0.25,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",12.75,8.25,1,4.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",8.25,7.5,0.25,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",7.5,6.25,0.5,1.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",6.25,5.75,0.25,0.5,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",5.75,4.25,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",4.25,3.5,0.25,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","CECO",3.5,0.75,0.25,2.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30","POAZ",0.75,0,0,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",30,29.75,0.25,0.25,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","POAZ",29.75,27,0.25,2.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",27,24.5,0.25,2.5,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",24.5,23.5,0.25,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",23.5,22.25,0.25,1.25,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",22.25,21,0.25,1.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","POAZ",21,20.25,0,0.75,"Poaceae spp"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",20.25,15.25,0.25,5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","BG",15.25,14.5,0,0.75,"Bare ground"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",14.5,9.5,0.25,5,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","BG",9.5,8.5,0,1,"Bare ground"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",8.5,7.75,0.25,0.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",7.75,7.5,0.25,0.25,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",7.5,6,0.25,1.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",6,3.25,0.25,2.75,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",3.25,2.25,0.25,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","DWD",2.25,0.5,0.25,1.75,"Down woody debris"
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30","CECO",0.5,0,0.25,0.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",30,29,0.5,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","BG",29,28,0,1,"Bare ground"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",28,19.5,0.25,8.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","DWD",19.5,18.5,0.25,1,"Down woody debris"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",18.5,16.25,0.5,2.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","DWD",16.25,13,0.5,3.25,"Down woody debris"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",13,12,0.25,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","BG",12,11,0,1,"Bare ground"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",11,7.5,0.25,3.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","BG",7.5,5.75,0,1.75,"Bare ground"
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30","CECO",5.75,0,1.25,5.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",30,29.75,0,0.25,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",29.75,29.25,0.25,0.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",29.25,28.75,0,0.5,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","DWD",28.75,28,0.5,0.75,"Down woody debris"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",28,27,0.5,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",27,26,0,1,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",26,25.25,0.25,0.75,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","SYMO",25.25,25,0,0.25,"Symphoricarpos mollis"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",25,22.75,0.5,2.25,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",22.75,21.75,0,1,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",21.75,18.75,0.5,3,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","DWD",18.75,18,0.25,0.75,"Down woody debris"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",18,5.5,0.75,12.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",5.5,4,0,1.5,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",4,3,0.5,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","POAZ",3,1,0.25,2,"Poaceae spp"
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30","CECO",1,0,0.5,1,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:3","2018-05-30","CECO",30,3.5,1.5,26.5,"Ceanothus cordulatus"
"E4","E4:EG","E4:EG:S","E4:EG:S:3","2018-05-30","BG",3.5,0,0,3.5,"Bare ground"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","CECO",30,29.5,0.25,0.5,"Ceanothus cordulatus"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","CEPR",29.5,29,0,0.5,"Ceanothus prostratus"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","ARPA",29,27.75,1,1.25,"Arctostaphylos patula"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","CECO",27.75,19.75,1,8,"Ceanothus cordulatus"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","CEPR",19.75,18.75,0,1,"Ceanothus prostratus"
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31","CECO",18.75,0,1,18.75,"Ceanothus cordulatus"
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31","BG",30,21.25,0,8.75,"Bare ground"
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31","POAZ",21.25,20,0,1.25,"Poaceae spp"
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31","BG",20,19,0,1,"Bare ground"
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31","CEPR",19,17.5,0,1.5,"Ceanothus prostratus"
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31","CECO",17.5,10.5,0.5,7,"Ceanothus cordulatus"
